epc,found,sku,item_name,color,size,checked_at_iso
F0A0B30E4F9C8EC0000189E8,found,1222068A731,MARCUS JEANS,DARK BLUE,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C02,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C04,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C06,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C07,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C08,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C0A,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C0D,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C17,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C18,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C1A,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FC000018C1B,found,1222068A732,MARCUS JEANS,DARK BLUE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E30,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E37,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E38,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E3A,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E3B,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E3C,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E3E,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E3F,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E45,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E46,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E49,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E4A,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E4B,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E4C,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90C000018E4D,found,1222068A733,MARCUS JEANS,DARK BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C91C000019001,not_found,1222068A734,MARCUS JEANS,DARK BLUE,34,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C92C00001911A,found,1222068A736,MARCUS JEANS,DARK BLUE,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C92C00001911C,found,1222068A736,MARCUS JEANS,DARK BLUE,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C92C000019121,found,1222068A736,MARCUS JEANS,DARK BLUE,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C92C000019122,found,1222068A736,MARCUS JEANS,DARK BLUE,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C93C00001923A,found,1222068A738,MARCUS JEANS,DARK BLUE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C93C00001923D,found,1222068A738,MARCUS JEANS,DARK BLUE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C93C00001923E,found,1222068A738,MARCUS JEANS,DARK BLUE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C93C000019241,found,1222068A738,MARCUS JEANS,DARK BLUE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C93C000019246,found,1222068A738,MARCUS JEANS,DARK BLUE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8ED000018A02,found,12220690431,RAFAEL JEANS,GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8ED000018A03,found,12220690431,RAFAEL JEANS,GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8ED000018A0D,found,12220690431,RAFAEL JEANS,GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8ED000018A0E,found,12220690431,RAFAEL JEANS,GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8FD000018C25,found,12220690432,RAFAEL JEANS,GREY,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C90D000018E57,found,12220690433,RAFAEL JEANS,GREY,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8F2000018ABB,found,12220740731,PAUL JEANS,BLACK,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B000019183,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B000019186,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B000019191,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B000019196,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B00001919A,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B00001919C,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9B00001919D,found,122220107L,KEEP ON MOVING SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA75000018C39,found,122220107M,KEEP ON MOVING SHIRT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA4F0000186D2,found,122220107S,KEEP ON MOVING SHIRT,BLACK,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA4F0000186E0,found,122220107S,KEEP ON MOVING SHIRT,BLACK,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAC1000019701,found,122220107XL,KEEP ON MOVING SHIRT,BLACK,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9A000019172,found,122220111L,KEEP ON MOVING SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA4E0000186A7,found,122220111S,KEEP ON MOVING SHIRT,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9D0000191E4,found,122220207L,INTERESTED SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9C0000191AA,found,122220211L,INTERESTED SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA9C0000191BA,found,122220211L,INTERESTED SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA76000018C64,found,122220211M,INTERESTED SHIRT,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA500000186FA,found,122220211S,INTERESTED SHIRT,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA500000186FD,found,122220211S,INTERESTED SHIRT,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA500000186FE,found,122220211S,INTERESTED SHIRT,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAA30000192B7,found,122220407L,COMPLETE SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA7D000018D46,found,122220407M,COMPLETE SHIRT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA7D000018D5A,found,122220407M,COMPLETE SHIRT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAC90000197FD,found,122220407XL,COMPLETE SHIRT,BLACK,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAA2000019280,found,122220411L,COMPLETE SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA7C000018D1D,found,122220411M,COMPLETE SHIRT,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA7C000018D32,found,122220411M,COMPLETE SHIRT,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA7C000018D33,found,122220411M,COMPLETE SHIRT,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA82000018DF2,not_found,122220607M,SHOW MUST GO ON SHIRT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAAA0000193A1,not_found,122220711L,KEEP ON RISING SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAB0000019474,found,122221011L,STREET SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA970000190D3,found,122221507M,TIME NEVER SHIRT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAE3000019B90,found,122221507XL,TIME NEVER SHIRT,BLACK,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAE3000019BA4,found,122221507XL,TIME NEVER SHIRT,BLACK,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAE3000019BA8,found,122221507XL,TIME NEVER SHIRT,BLACK,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA6F000018B2A,found,122221511S,TIME NEVER SHIRT,WHITE,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAB23200024BC,not_found,122221711L,EXCUSE SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CAD8000019A0D,found,122221711XL,EXCUSE SHIRT,WHITE,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C877000014086,found,122222286XL,TRUST YOURSELF HOODIE,LIGHT GREY,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8C20000187C2,found,1222341C4XXL,TOM DENIM SHIRT,GREY WASHED,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8B50000186E4,found,1222344C7S,KAIDEN DENIM SHIRT,BLACK WASHED,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C9D9000018A04,not_found,122248107XXL,EMMET SWEATER,BLACK,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8010000135EC,found,122280607M,BENJAMIN PANTS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8010000135F2,found,122280607M,BENJAMIN PANTS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CA3900001870C,found,122283707M,KENT PANTS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C8F4000018AED,found,12228750431,COLIN EVENING PANTS,GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C9EA0000187AD,found,12228754832,COLIN EVENING PANTS,STONE,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D03600001892F,found,122330304M,ALO TOP SET,GREY,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D036000018930,found,122330304M,ALO TOP SET,GREY,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D036000018937,found,122330304M,ALO TOP SET,GREY,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D0AC000018A26,found,1223303A7XXL,BRADLEY JACKET,DARK BLUE,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D0AC000018A2F,found,1223303A7XXL,BRADLEY JACKET,DARK BLUE,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D00A000018A04,not_found,122380246XL,ADRIAN CARGO PANTS,KHAKI,XL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D01B00001870F,found,1223802B7S,DREAMIN PANTS SET,TEAL,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9D03D000018A08,found,1223804B7M,NO RISK PANTS SET,TEAL,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C548000018876,found,212211307M,DARIA DRESS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C5500000189F6,found,212211555L,AMANDA DRESS,SILVER,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C6630000188BC,not_found,2122208F804,RIDE BLAZER,JADE CREAM,04,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C602000899793,not_found,212246343S,NOVA STRING TOP,BLUE / GREY,S,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C6D9000018E7E,found,2122497G310,BRALETTE TOP,NECTAR,10,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C74F0000136D1,not_found,212290205M,HANA WIDE BELT,BROWN,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C75800001316D,not_found,212290507M,GOLDIE WIDE BELT,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CEE1000018A1E,not_found,21230010233,MOLLY JEANS,BLUE,33,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CF46000018818,not_found,212312235M,NIKITA DRESS,BEIGE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CF4600001881D,not_found,212312235M,NIKITA DRESS,BEIGE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CF4A000018860,not_found,212312508M,KIERA DRESS,PINK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CE94000018781,not_found,2123412H4M,VARSITY TEE,ACID WASHED,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CE94000018782,not_found,2123412H4M,VARSITY TEE,ACID WASHED,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CFD1000013A29,not_found,212346202OS,TORI TOP,BLUE,OS,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CFD2000013ADF,not_found,212346203OS,TORI TOP,GREEN,OS,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CBE30000186AE,not_found,222211207L,AYLA DRESS,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CBD4553FC106F,not_found,222211207M,AYLA DRESS,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CBD5000018925,found,222211302M,LONDON DRESS,BLUE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CBD5000018933,found,222211302M,LONDON DRESS,BLUE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9CC20000018A5F,not_found,222247086L,LILY TOP SET,LIGHT GREY,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BF0D000089E48,not_found,C111110022631,MENS JEANS B,DARK GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BF0D00009B0B9,not_found,C111110022631,MENS JEANS B,DARK GREY,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C012000000005,not_found,C11111346C432,TRENT DENIM SHORTS,GREY WASHED,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C01200003F08D,not_found,C11111346C432,TRENT DENIM SHORTS,GREY WASHED,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0120000C1594,not_found,C11111346C432,TRENT DENIM SHORTS,GREY WASHED,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0120000C76DE,not_found,C11111346C432,TRENT DENIM SHORTS,GREY WASHED,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0120000DB8D1,not_found,C11111346C432,TRENT DENIM SHORTS,GREY WASHED,32,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C0B00000122EC,found,C11111370C231,DENIM SHORTS YZ,BLUE WASHED,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C7960000128B1,not_found,C11111389C730,MIKE EVENING SHORTS,BLACK,30,2026-06-07T21:15:45.555693Z
F0A0B30E4F9C797000012889,not_found,C11111389C731,MIKE EVENING SHORTS,BLACK,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BCB800000137F,not_found,C11121242B702,RYAN POLO SHIRT,TEAL,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BCBB0000013A6,found,C11121242B705,RYAN POLO SHIRT,TEAL,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BCE6000002280,found,C111212460403,GOOD THINGS TANK,GREY,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BD86000001715,not_found,C111214081103,SOCIAL T-SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BD860000CAEA4,not_found,C111214081103,SOCIAL T-SHIRT,WHITE,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BDFE800000A63,not_found,C111214190703,CITY VIEW T-SHIRT,BLACK,L,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BE700000186A1,not_found,C111214281102,KEEP RISING T-SHIRT,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B95F0000125B1,found,C11171057C230,MENS JEANS AP,BLUE WASHED,30,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B9650000129AE,not_found,C11171057C238,MENS JEANS AP,BLUE WASHED,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B965000013B47,not_found,C11171057C238,MENS JEANS AP,BLUE WASHED,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B9C0000012C7E,found,C111710690231,COLBY JEANS,BLUE,31,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BA44000013631,found,C11171085C236,MENS JEANS BR,BLUE WASHED,36,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BADA000001DDA,not_found,C11171933B305,NASH SWIMSUIT,LILAC,XXL,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8EF000013E86,found,C116319510711,BRAIDED BRACELET G,BLACK,11,2026-06-07T21:15:45.555693Z
F0A0B30E4F9B8F0000018867,found,C116319520511,BRAIDED BRACELET H,BROWN,11,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC62000001C1D,found,C125114090702,HALLIE LACE TANK,BLACK,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC65000000818,not_found,C125114091102,HALLIE LACE TANK,WHITE,M,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BC910000143D2,not_found,C125118021938,CAMILLE DOUBLE PLEATED TROUSER,BEIGE,38,2026-06-07T21:15:45.555693Z
F0A0B30E4F9BB72000000701,found,C125211290738,SKYLA MINI DRESS,BLACK,38,2026-06-07T21:15:45.555693Z
